,Site Name,Site Address,Site City,Site State Abbreviation,Site Postal Code,Site Telephone Number,Site Web Address,Health Center Service Delivery Site Location Setting Description,Health Center Location Type Description,Health Center Type Description,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate
16313,Elica Health Centers - Marysville,3234 Marysville Blvd,Sacramento,CA,95815-1467,916-454-2345,,All Other Clinic Types,Permanent,Service Delivery Site,-121.43226066,38.62636731
16314,Flatbush Family Health Center at NYU Langone,3414 Church Ave,Brooklyn,NY,11203-2714,718-940-9425,https://nyulangone.org/locations/flatbush-family-health-center-at-nyu-langone,All Other Clinic Types,Permanent,Service Delivery Site,-73.94515568,40.65092227
16318,San Ysidro Health South Bay,330 E 8th St # 340,National City,CA,91950-2312,619-662-4100,,All Other Clinic Types,Permanent,Service Delivery Site,-117.10307213,32.67687563
16320,COMPRECARE HEALTH CENTER,3030 Alum Rock Ave,San Jose,CA,95127-2807,408-272-6300,www.gardnerhealthservices.org,All Other Clinic Types,Permanent,Service Delivery Site,-121.82915635,37.36520014
16321,CareConnect Family Practice,205 Rees St,Americus,GA,31709-3756,229-928-4755,https://www.ccthealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-84.22339546,32.07208121
16322,Family HealthCare Network - Terra Bella Health Center,9416 Road 238,Terra Bella,CA,93270-9416,877-960-3426,www.fhcn.org,All Other Clinic Types,Permanent,Service Delivery Site,-119.03994864,35.96072769
16323,HAYWARD WELLNESS,664 Southland Mall,Hayward,CA,94545-2150,510-266-1700,http://www.wintonahs.org/,All Other Clinic Types,Permanent,Service Delivery Site,-122.10460631,37.65052062
16325,WAIANAE COAST COMPREHENSIVE HEALTH CTR,86-260 Farrington Hwy,Waianae,HI,96792-3128,808-697-3300,www.wcchc.com,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-158.180635,21.42935638
16326,Florida Department of Health in Walton County,362 State Highway 83,Defuniak Springs,FL,32433-3800,850-892-8015,http://www.doh.state.fl.us/chdwalton/,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-86.11488306,30.72620355
16327,Moss Point Health Center,4770 Amoco Dr,Moss Point,MS,39563-9627,228-474-9511,www.coastalfamilyhealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-88.53017162,30.43690434
16328,Tri-County Community Health Center of North Providence,33 Maple St,North Providence,RI,02911-2415,401-519-1940,www.tricountyri.org,All Other Clinic Types,Permanent,Service Delivery Site,-71.47951031,41.84809458
16329,Hooper Detoxification and Stabilization Center,1535 N Williams Ave,Portland,OR,97227-1885,503-238-2067,,All Other Clinic Types,Permanent,Service Delivery Site,-122.66674032,45.53607448
16331,Sunrise Clinics - Las Vegas,2020 7th St,Las Vegas,NM,87701-4958,505-434-0119,www.SunriseClinicsNM.org,All Other Clinic Types,Permanent,Service Delivery Site,-105.22448688,35.61419948
16332,CNHF - H Street Clinic,1329 N H St,San Bernardino,CA,92405-5039,909-381-0803,,All Other Clinic Types,Permanent,Service Delivery Site,-117.30087599,34.12385582
16334,Good Samaritan Community Health Center,1390 S Arch Ave,Alliance,OH,44601-4111,330-821-3961,www.onehealthohio.org,All Other Clinic Types,Permanent,Service Delivery Site,-81.10133015,40.90835558
16335,Family HealthCare Network - City Center,3837 N Clark St,Fresno,CA,93726-4806,877-960-3426,,All Other Clinic Types,Permanent,Service Delivery Site,-119.78520747,36.788045
16336,Access Health - Murdo,609 Garfield Ave,Murdo,SD,57559-4100,605-669-2121,WWW.RURALHC.NET,All Other Clinic Types,Permanent,Service Delivery Site,-100.7118252,43.8848176
16337,CLINICA MSR O.A. ROMERO-ALVARDO,123 S Alvarado St,Los Angeles,CA,90057-2201,213-989-7700,,All Other Clinic Types,Permanent,Service Delivery Site,-118.27083494,34.06588963
16338,Ampla Health Orland Medical & Dental,1211 Cortina Dr,Orland,CA,95963-1699,530-865-5544,www.amplahealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-122.20169406,39.74168213
16342,Central Oklahoma Family Medical Center - Stratford,302 W Smith,Stratford,OK,74872-4656,580-925-3286,,All Other Clinic Types,Permanent,Service Delivery Site,-96.96487231,34.79668648
16343,Grace Court Behavioral Health Therapeutic Center,3750 Meadow View Rd STE A1,Lumberton,NC,28358-1914,910-618-9912,,All Other Clinic Types,Permanent,Service Delivery Site,-78.98380308,34.64285312
16345,Las Islas Family Medical Group North,2400 S C St,Oxnard,CA,93033-4555,805-240-7000,,All Other Clinic Types,Permanent,Service Delivery Site,-119.18130266,34.17703698
16347,FALLS COMMUNITY HEALTH,521 N Main Ave STE 101,Sioux Falls,SD,57104-5963,605-367-8793,www.siouxfalls.org/fch,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-96.72878462,43.5531311
16348,Whole Family Health Center Behavioral Health,3723 10th Ct,Vero Beach,FL,32960-6559,877-345-9342,,All Other Clinic Types,Permanent,Service Delivery Site,-80.3929616,27.66098946
16349,Community Health Services,500 Albany Ave,Hartford,CT,06120-2508,860-808-8703,http://www.chshartford.org,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-72.68495523,41.77773375
16350,NeoMed Center Clinic-SIVIF Program,2 Carr 943,Celada,PR,00778,787-737-1131,,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-65.97057786,18.26817664
16352,Sun River Health Part 822-4 Outpatient Services,2400 Linden Blvd,Brooklyn,NY,11208-4830,855-681-8700,,All Other Clinic Types,Permanent,Service Delivery Site,-73.87444602,40.66534472
16353,North Fork Valley Community Health Center,750 Morton Blvd,Hazard,KY,41701-9469,606-439-1559,https://ukhealthcare.uky.edu/hospitals-clinics/north-fork-valley-community-health-center,All Other Clinic Types,Permanent,Service Delivery Site,-83.22688198,37.27852612
16356,"Vibrant Health- Central, #100",21 N 12th St,Kansas City,KS,66102-5172,913-342-2552,https://vibranthealthkc.org/,All Other Clinic Types,Permanent,Service Delivery Site,-94.63999432,39.10342635
16358,First Choice Health Centers,3 Prospect St,Vernon Rockville,CT,06066-3215,860-896-1616,WWW.FIRSTCHC.ORG,All Other Clinic Types,Permanent,Service Delivery Site,-72.44373512,41.86876809
16361,VALLEY HEALTH - TEAYS VALLEY,1100 Hospital Dr,Hurricane,WV,25526-8712,304-757-8683,www.valleyhealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-81.95167322,38.44811994
16362,Medical - Saint Anthony,20 N 3rd E,Saint Anthony,ID,83445-1521,208-624-4100 x100,http://grandpeaks.org,All Other Clinic Types,Permanent,Service Delivery Site,-111.67845963,43.96676097
16364,14th Avenue Clinic,784 14th Ave,Longview,WA,98632-2315,360-703-6400,cowlitzfamilyhealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-122.93920305,46.12839462
16365,Bear River Health Clinic,440 W 600 N,Tremonton,UT,84337-2400,435-257-3318,,All Other Clinic Types,Permanent,Service Delivery Site,-112.17247307,41.71885276
16366,First Choice Health Centers,94 Connecticut Blvd,East Hartford,CT,06108-3013,860-528-1359,WWW.FIRSTCHC.ORG,All Other Clinic Types,Permanent,Service Delivery Site,-72.64835632,41.76944953
16367,Abbeville Community Health Center Main Site,1009 Charity St,Abbeville,LA,70510-5302,337-893-3443,www.icchc.org,All Other Clinic Types,Permanent,Service Delivery Site,-92.12609375,29.97255549
16368,EMPORIA MEDICAL CENTER,510 N Main St,Emporia,VA,23847-1236,434-634-7723,,All Other Clinic Types,Permanent,Service Delivery Site,-77.53756721,36.69682512
16369,FAIRMOUNT PRIMARY CARE CENTER,1412 Fairmount Ave,Philadelphia,PA,19130-2908,215-235-9600,http:\\www.dvch.org,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-75.16140796,39.96705465
16372,Places for People,1001 Lynch St,Saint Louis,MO,63118-1818,314-535-5600,,All Other Clinic Types,Permanent,Service Delivery Site,-90.21125576,38.5996588
16373,Partnership Community Health Center - Waupaca Dental,825 W Fulton St,Waupaca,WI,54981-1471,920-731-7445,,All Other Clinic Types,Permanent,Service Delivery Site,-89.10253927,44.35727769
16376,BIG VALLEY MEDICAL CENTER,554 Medical Center Dr,Bieber,CA,96009-8000,530-294-5241,WWW.MTNVALLEYHC.ORG,All Other Clinic Types,Permanent,Service Delivery Site,-121.13020308,41.13157571
16377,Dove Creek Integrated Healthcare,495 W 4th St,Dove Creek,CO,81324-4900,970-677-2291,www.axishealthsystem.org,All Other Clinic Types,Permanent,Service Delivery Site,-108.91396203,37.7650157
16379,YUKON FLATS HEALTH CENTER,Spruce St,Fort Yukon,AK,99740,907-662-2460,www.catg.org,All Other Clinic Types,Permanent,Service Delivery Site,-145.24132841,66.56832309
16382,Center Line,6900 E 10 Mile Rd,Center Line,MI,48015-1168,586-756-7777,www.mycarehealthcenter.org,All Other Clinic Types,Permanent,Service Delivery Site,-83.0349861,42.4772179
16383,NeoHealth Medical Center,529 N Oak Ave,Tahlequah,OK,74464-2925,918-444-2126,www.neohealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-94.96470795,35.91869617
16384,Oak Orchard Community Health Center - Pembroke,860 Main Rd,Corfu,NY,14036-9753,585-599-6446,,All Other Clinic Types,Permanent,Service Delivery Site,-78.42235378,42.99352055
16387,Healing Hands Ministries Woodhill Pediatric Health Center,8335 Walnut Hill Ln,Dallas,TX,75231-4216,214-221-0855,,All Other Clinic Types,Permanent,Service Delivery Site,-96.76121027,32.88342853
16389,Star Community Health Family Medicine Sigal- Allentown,450 Chew St STE 101,Allentown,PA,18102-3434,610-776-4888,starcommunityhealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-75.46930888,40.60763171
16391,Century Adult and Family Care,6021 Industrial Blvd,Century,FL,32535-3312,850-724-4064,healthcarewithinreach.org,All Other Clinic Types,Permanent,Service Delivery Site,-87.27391528,30.97141231
16393,Chattanooga Hamilton County Health Department,921 E 3rd St,Chattanooga,TN,37403-2102,423-209-8100,www.health.hamiltontn.gov,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-85.2920302,35.04837609
16398,COUNTRY DOCTOR COMMUNITY CLINIC,500 19th Ave E,Seattle,WA,98112-4007,206-299-1600,www.cdchc.org,All Other Clinic Types,Permanent,Service Delivery Site,-122.30726899,47.62341991
16399,PureView Clubhouse,600 North Park Avenue,Helena,MT,59601-2704,406-422-8774,,All Other Clinic Types,Permanent,Service Delivery Site,-112.04099706,46.59370386
16401,Southeast Community Health Systems - Westminster Gardens,501 Edwin Neill Way,Hammond,LA,70403-4053,985-345-5010,,All Other Clinic Types,Permanent,Service Delivery Site,-90.46592045,30.50088877
16402,CHUATHBALUK CLINIC,"#1 CLINIC ROAD, GEN. DELIVERY",Aniak,AK,99557,907-675-4556,WWW.YKHC.ORG,All Other Clinic Types,Permanent,Service Delivery Site,-156.703855,61.496999
16403,AltaMed Medical Group: Huntington Park,1900 E Slauson Ave,Huntington Park,CA,90255-2725,323-562-6700,altamed.org,All Other Clinic Types,Permanent,Service Delivery Site,-118.23745975,33.9891237
16404,AHS Family Health Center,2501 W Peterson Ave,Chicago,IL,60659-4108,773-761-0300,http://www.ahschicago.org/health_center.htm,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-87.69232798,41.99046255
16405,Belle Chasse Community Health Center,8200 Highway 23,Belle Chasse,LA,70037-2607,504-398-1100,www.accesshealthla.org,All Other Clinic Types,Permanent,Service Delivery Site,-89.98758904,29.85784986
16406,OIC Specialty Care Center,260 Albemarle Ave,Rocky Mount,NC,27801-5303,252-316-8215,www.oicone.org,All Other Clinic Types,Permanent,Service Delivery Site,-77.7926141,35.94525225
16407,Bond Street Medical Clinic,711 E Bond St,Espanola,NM,87532-2729,505-753-9503,www.ecfh.org,All Other Clinic Types,Permanent,Service Delivery Site,-106.08411518,35.99126258
16408,Denver Harbor Family Health Center,424B Hahlo St,Houston,TX,77020-3022,713-674-3326,www.denverharborclinic.org,All Other Clinic Types,Permanent,Service Delivery Site,-95.30952604,29.780631
16410,"Greater Philadelphia Health Action, Inc. Dental and Behavioral Healthcare",5501 Woodland Ave,Philadelphia,PA,19143-5607,215-925-2400,gphainc.org,All Other Clinic Types,Permanent,Service Delivery Site,-75.22056492,39.93528033
16412,TrueCare,2210 Mesa Dr STE 100,Oceanside,CA,92054-3701,760-966-3306,www.nchs-health.org,All Other Clinic Types,Permanent,Service Delivery Site,-117.35796874,33.20786551
16413,Swope Health - KidsCARE Leavenworth Pediatrics,1001 6th Ave STE 210,Leavenworth,KS,66048-3248,913-682-3920,www.swopehealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-94.91935862,39.30868068
16414,NOELA Wellness Center,14401 Chef Menteur Hwy,New Orleans,LA,70129-2014,504-255-8665,,All Other Clinic Types,Permanent,Service Delivery Site,-89.91094248,30.03666511
16415,LISH at Riverhead,883 E Main St,Riverhead,NY,11901-6901,631-284-5500,,All Other Clinic Types,Permanent,Service Delivery Site,-72.65134011,40.92389307
16416,Evans Street Mental Health Integration Site,627 NE Evans St,Mcminnville,OR,97128-3923,503-434-7523,http://www.virginiagarcia.org,All Other Clinic Types,Permanent,Service Delivery Site,-123.1944688,45.21268959
16417,Charlotte Community Health Clinic West,5301 Wilkinson Blvd,Charlotte,NC,28208-5455,704-316-6574,http://charlottecommunityhealthclinic.org/,All Other Clinic Types,Permanent,Service Delivery Site,-80.9268139,35.23172071
16419,Homeless Persons&#39; Health Project Coral Street Clinic,115A Coral St,Santa Cruz,CA,95060-2131,831-454-2080,www.santacruzhealth.org,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-122.03031457,36.98523761
16421,Carevide Pediatrics,3005 Joe Ramsey Blvd E STE A,Greenville,TX,75401-7776,903-455-4458,carevide.org,All Other Clinic Types,Permanent,Service Delivery Site,-96.11123014,33.12052252
16422,Southeast Family Health Center,2403 Keith St,San Francisco,CA,94124-3231,628-217-5500,,All Other Clinic Types,Permanent,Service Delivery Site,-122.39222181,37.72612943
16424,MedCura Rockdale,977 Taylor St SW,Conyers,GA,30012-5357,404-298-8998,www.medcura.org,All Other Clinic Types,Permanent,Service Delivery Site,-84.02588664,33.66498815
16425,Camden Family Health - Red Oak Drive,46 Red Oak Dr,Craigsville,WV,26205-3102,304-226-5725 x131,,All Other Clinic Types,Permanent,Service Delivery Site,-80.65459751,38.32529581
16430,Adult Dental and OMFS Clinic,660 Bannock St STE 7770,Denver,CO,80204-4506,303-436-4949,www.denverhealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-104.99024111,39.72682277
16431,St. Martin Parish Community Health Center,317 Dernier St,Saint Martinville,LA,70582-3809,337-342-2566,www.icchc.org,All Other Clinic Types,Permanent,Service Delivery Site,-91.83495916,30.11536736
16432,HealthproMed Vieques,Calle Benitez Guzman,Vieques,PR,00765,787-468-2000,healthpromed.org,All Other Clinic Types,Permanent,Service Delivery Site,-65.44212513,18.15011741
16435,C.L. Brumback Primary Care Clinic-Lantana,1250 Southwinds Dr,Lantana,FL,33462-1459,561-642-1000,https://www.hcdpbc.org/for-patients/primary-care-clinics,All Other Clinic Types,Permanent,Service Delivery Site,-80.0635171,26.59252571
16438,SOUTHSIDE MEDICAL CENTER - Main Center / Corporate HQ,1046 Ridge Ave SW,Atlanta,GA,30315-1640,404-688-1350,www.smcmed.com,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-84.39197397,33.72609939
16439,Neighborhood Health at the Casey Clinic,1200 N Howard St,Alexandria,VA,22304-1634,703-778-0340,www.neighborhoodhealthva.org,All Other Clinic Types,Permanent,Service Delivery Site,-77.10369283,38.82193245
16440,Promise Community Health Care-Monticello,1025 S Main St,Monticello,KY,42633-2762,606-340-8870,www.cumberlandfamilymedical.com,All Other Clinic Types,Permanent,Service Delivery Site,-84.86294255,36.82485241
16443,TCC Family Heatlh,540 E Artesia Blvd,Long Beach,CA,90805-1476,844-822-4646,www.thechildrensclinic.org,All Other Clinic Types,Permanent,Service Delivery Site,-118.186945,33.87435246
16444,LAS CLINICAS DEL NORTE,28 State Road 571,El Rito,NM,87530,505-581-4728 x5055814728,www.lcdn.org,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-106.1854865,36.33105936
16447,Willow Pass Wellness Center,1420 Willow Pass Rd,Concord,CA,94520-5223,925-370-5824,,All Other Clinic Types,Permanent,Service Delivery Site,-122.04979047,37.97009926
16448,SANDHILLS MEDICAL FOUNDATION Inc. - Jefferson Site,409 E Church St,Jefferson,SC,29718-8701,843-335-8291,,All Other Clinic Types,Permanent,Service Delivery Site,-80.38147831,34.65630691
16449,Sun River Health 56 Bay Street Outpatient Treatment,56 Bay St STE 2,Staten Island,NY,10301-2563,718-808-1300,,All Other Clinic Types,Permanent,Service Delivery Site,-74.07591446,40.64072074
16452,Youth Center,7722 N Loop Dr,El Paso,TX,79915-2907,915-533-7057,www.pvida.net,All Other Clinic Types,Permanent,Service Delivery Site,-106.36115778,31.73747794
16454,"WAYNE COMMUNITY HEALTH CENTER, INC.",128 S 300 W,Bicknell,UT,84715-7722,435-425-3744,NONE,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-111.54978115,38.33913131
16456,Perinatal Services of NorthCountry Clinic,3800 Janes Rd,Arcata,CA,95521-4742,707-822-1385,www.opendoorhealth.com,All Other Clinic Types,Permanent,Service Delivery Site,-124.09298074,40.89681064
16457,GOSHEN MEDICAL CENTER - KENANSVILLE,102 N Main St,Kenansville,NC,28349-8966,910-275-0195,goshenmedical.org,All Other Clinic Types,Permanent,Service Delivery Site,-77.9614398,34.96146799
16458,RICHMOND AREA HEALTH CENTER,24 Gardiner St,Richmond,ME,04357-1347,207-737-4359,www.healthreachchc.org,All Other Clinic Types,Permanent,Service Delivery Site,-69.80575221,44.08612761
16459,Osceola Community Health Services at Stadium Place,1501 Bill Beck Blvd,Kissimmee,FL,34744-9516,407-943-8600,www.osceolahealthcare.org,All Other Clinic Types,Permanent,Service Delivery Site,-81.3654813,28.30480357
16461,Catherine&#39;s Health Center at Wyoming,950 36th St SW,Wyoming,MI,49509-3587,616-336-8800,https://catherineshc.org/,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-85.68916159,42.89876493
16462,Unison Behavioral Health Center,544 E Woodruff Ave,Toledo,OH,43604-5342,419-242-9577,,All Other Clinic Types,Permanent,Service Delivery Site,-83.53875097,41.66062863
